update_id,ticket_id,updated_at,update_type,old_status,new_status,update_notes
12550,3941,2026-03-17 11:36:27.779795,Created,,Open,Ticket created by employee
12551,3941,2026-03-17 11:46:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12552,3941,2026-03-17 19:40:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12553,3941,2026-03-18 13:48:05.160513,Closed,Resolved,Closed,Ticket closed after user confirmation
12554,3942,2025-05-12 11:19:27.779795,Created,,Open,Ticket created by employee
12555,3942,2025-05-12 13:51:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12556,3942,2025-05-14 00:33:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12557,3942,2025-05-14 21:12:39.121753,Closed,Resolved,Closed,Ticket closed after user confirmation
12558,3943,2024-05-27 13:50:27.779795,Created,,Open,Ticket created by employee
12559,3943,2024-05-27 17:06:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12560,3944,2026-01-12 21:26:27.779795,Created,,Open,Ticket created by employee
12561,3944,2026-01-13 01:40:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12562,3944,2026-01-13 22:33:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12563,3945,2025-07-08 14:33:27.779795,Created,,Open,Ticket created by employee
12564,3945,2025-07-09 06:24:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12565,3945,2025-07-12 17:20:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12566,3946,2025-10-16 01:26:27.779795,Created,,Open,Ticket created by employee
12567,3946,2025-10-16 07:41:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12568,3946,2025-10-17 10:31:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12569,3947,2025-08-15 09:39:27.779795,Created,,Open,Ticket created by employee
12570,3947,2025-08-15 11:37:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12571,3947,2025-08-15 17:23:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12572,3947,2025-08-17 13:39:06.566374,Closed,Resolved,Closed,Ticket closed after user confirmation
12573,3948,2025-06-02 11:09:27.779795,Created,,Open,Ticket created by employee
12574,3948,2025-06-02 15:08:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12575,3948,2025-06-03 18:48:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12576,3949,2024-12-14 21:38:27.779795,Created,,Open,Ticket created by employee
12577,3949,2024-12-14 22:49:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12578,3949,2024-12-15 00:40:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12579,3950,2024-08-20 15:26:27.779795,Created,,Open,Ticket created by employee
12580,3950,2024-08-20 16:08:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12581,3950,2024-08-20 19:22:08.190704,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12582,3950,2024-08-20 19:19:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12583,3951,2025-02-24 20:30:27.779795,Created,,Open,Ticket created by employee
12584,3951,2025-02-24 22:14:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12585,3951,2025-02-24 22:17:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12586,3951,2025-02-25 06:54:03.959315,Closed,Resolved,Closed,Ticket closed after user confirmation
12587,3952,2025-10-12 17:55:27.779795,Created,,Open,Ticket created by employee
12588,3952,2025-10-12 19:05:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12589,3952,2025-10-13 10:35:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12590,3953,2024-11-13 04:57:27.779795,Created,,Open,Ticket created by employee
12591,3953,2024-11-13 08:58:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12592,3954,2026-05-05 21:54:27.779795,Created,,Open,Ticket created by employee
12593,3954,2026-05-06 01:26:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12594,3954,2026-05-05 22:56:53.481831,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12595,3954,2026-05-06 04:31:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12596,3955,2025-03-26 15:35:27.779795,Created,,Open,Ticket created by employee
12597,3955,2025-03-26 19:24:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12598,3955,2025-03-27 01:54:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12599,3956,2026-01-20 08:20:27.779795,Created,,Open,Ticket created by employee
12600,3956,2026-01-20 08:57:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12601,3957,2025-06-12 10:16:27.779795,Created,,Open,Ticket created by employee
12602,3957,2025-06-12 12:09:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12603,3957,2025-06-12 17:20:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12604,3957,2025-06-14 02:36:16.625591,Closed,Resolved,Closed,Ticket closed after user confirmation
12605,3958,2026-01-30 21:43:27.779795,Created,,Open,Ticket created by employee
12606,3958,2026-01-30 22:41:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12607,3959,2024-06-05 17:01:27.779795,Created,,Open,Ticket created by employee
12608,3959,2024-06-05 18:10:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12609,3959,2024-06-06 01:20:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12610,3960,2024-10-17 20:29:27.779795,Created,,Open,Ticket created by employee
12611,3960,2024-10-17 22:24:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12612,3961,2025-11-20 23:07:27.779795,Created,,Open,Ticket created by employee
12613,3961,2025-11-20 23:29:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12614,3962,2024-08-02 05:12:27.779795,Created,,Open,Ticket created by employee
12615,3962,2024-08-02 05:49:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12616,3962,2024-08-02 15:52:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12617,3963,2024-12-26 13:30:27.779795,Created,,Open,Ticket created by employee
12618,3963,2024-12-26 13:55:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12619,3963,2024-12-26 16:08:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12620,3964,2024-12-07 21:17:27.779795,Created,,Open,Ticket created by employee
12621,3964,2024-12-07 22:04:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12622,3964,2024-12-08 01:50:44.527428,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12623,3965,2025-03-26 00:46:27.779795,Created,,Open,Ticket created by employee
12624,3965,2025-03-26 01:33:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12625,3965,2025-03-26 17:24:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12626,3966,2024-06-21 22:49:27.779795,Created,,Open,Ticket created by employee
12627,3966,2024-06-22 16:59:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12628,3966,2024-06-22 19:41:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12629,3967,2024-07-13 05:00:27.779795,Created,,Open,Ticket created by employee
12630,3967,2024-07-13 13:29:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12631,3967,2024-07-14 01:17:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12632,3968,2025-05-20 10:51:27.779795,Created,,Open,Ticket created by employee
12633,3968,2025-05-20 14:50:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12634,3968,2025-05-21 00:49:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12635,3969,2024-06-27 21:33:27.779795,Created,,Open,Ticket created by employee
12636,3969,2024-06-28 03:01:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12637,3969,2024-06-30 05:43:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12638,3970,2024-11-09 07:05:27.779795,Created,,Open,Ticket created by employee
12639,3970,2024-11-09 08:16:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12640,3971,2026-02-08 03:28:27.779795,Created,,Open,Ticket created by employee
12641,3971,2026-02-08 10:09:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12642,3971,2026-02-08 18:23:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12643,3972,2024-06-12 18:25:27.779795,Created,,Open,Ticket created by employee
12644,3972,2024-06-12 19:57:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12645,3972,2024-06-13 05:21:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12646,3973,2025-03-21 01:02:27.779795,Created,,Open,Ticket created by employee
12647,3973,2025-03-21 03:03:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12648,3973,2025-03-23 12:29:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12649,3974,2025-01-15 17:09:27.779795,Created,,Open,Ticket created by employee
12650,3974,2025-01-15 18:26:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12651,3974,2025-01-17 16:11:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12652,3975,2025-04-13 14:38:27.779795,Created,,Open,Ticket created by employee
12653,3975,2025-04-13 17:02:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12654,3975,2025-04-13 17:37:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12655,3975,2025-04-14 00:58:39.300215,Closed,Resolved,Closed,Ticket closed after user confirmation
12656,3976,2025-01-31 07:05:27.779795,Created,,Open,Ticket created by employee
12657,3976,2025-01-31 09:02:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12658,3976,2025-01-31 13:26:19.587156,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12659,3976,2025-01-31 09:42:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12660,3977,2025-10-13 14:41:27.779795,Created,,Open,Ticket created by employee
12661,3977,2025-10-13 21:22:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12662,3977,2025-10-15 14:00:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12663,3978,2025-11-06 00:14:27.779795,Created,,Open,Ticket created by employee
12664,3978,2025-11-06 00:27:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12665,3978,2025-11-08 16:06:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12666,3978,2025-11-09 21:51:38.288527,Closed,Resolved,Closed,Ticket closed after user confirmation
12667,3979,2024-12-07 18:07:27.779795,Created,,Open,Ticket created by employee
12668,3979,2024-12-07 19:06:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12669,3979,2024-12-07 23:24:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12670,3980,2025-07-11 00:35:27.779795,Created,,Open,Ticket created by employee
12671,3980,2025-07-11 03:18:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12672,3980,2025-07-11 23:59:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12673,3980,2025-07-13 19:19:13.454409,Closed,Resolved,Closed,Ticket closed after user confirmation
12674,3981,2025-09-02 23:18:27.779795,Created,,Open,Ticket created by employee
12675,3981,2025-09-03 06:09:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12676,3981,2025-09-03 02:58:03.891559,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12677,3981,2025-09-03 16:40:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12678,3981,2025-09-05 04:49:30.628923,Closed,Resolved,Closed,Ticket closed after user confirmation
12679,3982,2024-11-21 08:02:27.779795,Created,,Open,Ticket created by employee
12680,3982,2024-11-21 11:30:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12681,3983,2026-05-08 00:32:27.779795,Created,,Open,Ticket created by employee
12682,3983,2026-05-08 02:04:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12683,3983,2026-05-08 03:20:19.971327,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12684,3983,2026-05-08 05:01:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12685,3984,2024-09-10 12:54:27.779795,Created,,Open,Ticket created by employee
12686,3984,2024-09-10 14:43:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12687,3984,2024-09-13 00:59:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12688,3985,2025-11-22 23:34:27.779795,Created,,Open,Ticket created by employee
12689,3985,2025-11-23 02:37:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12690,3985,2025-11-23 05:56:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12691,3986,2024-08-24 07:48:27.779795,Created,,Open,Ticket created by employee
12692,3986,2024-08-24 07:57:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12693,3986,2024-08-25 04:13:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12694,3986,2024-08-25 07:49:53.965984,Closed,Resolved,Closed,Ticket closed after user confirmation
12695,3987,2025-01-17 20:11:27.779795,Created,,Open,Ticket created by employee
12696,3987,2025-01-18 01:39:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12697,3987,2025-01-20 14:18:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12698,3988,2024-07-17 15:50:27.779795,Created,,Open,Ticket created by employee
12699,3988,2024-07-17 17:36:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12700,3988,2024-07-17 21:55:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12701,3989,2025-03-07 02:16:27.779795,Created,,Open,Ticket created by employee
12702,3989,2025-03-07 03:45:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12703,3989,2025-03-07 09:04:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12704,3990,2024-06-14 06:17:27.779795,Created,,Open,Ticket created by employee
12705,3990,2024-06-14 08:13:51.779795,First Response,Open,In Progress,Support agent responded to ticket
