ticket_id,employee_id,agent_id,team_id,system_id,sla_id,created_at,first_response_at,resolved_at,status,priority,category,subcategory,first_response_time_hours,resolution_time_hours,sla_breached,satisfaction_score,ticket_summary
5055,16,23,4,8,2,2024-07-17 14:01:27.779795,2024-07-17 15:38:03.779795,2024-07-17 16:50:03.779795,Resolved,High,Account Lockout,AD account issue,1.61,2.81,False,4.0,AD account issue - account lockout reported by user
5056,18,2,6,7,3,2024-07-01 10:08:27.779795,2024-07-01 18:27:39.779795,2024-07-01 22:07:51.779795,Resolved,Medium,WiFi/Network,No internet access,8.32,11.99,False,4.0,No internet access - wifi/network reported by user
5057,256,34,4,3,2,2025-01-25 05:55:27.779795,2025-01-25 08:06:51.779795,2025-01-25 10:20:39.779795,Closed,High,Application Error,CRM login issue,2.19,4.42,False,5.0,CRM login issue - application error reported by user
5058,215,35,1,1,2,2026-04-25 14:06:27.779795,2026-04-25 15:07:03.779795,2026-04-25 16:30:27.779795,Resolved,High,Software Access,Application access request,1.01,2.4,False,4.0,Application access request - software access reported by user
5059,249,4,2,1,3,2026-04-01 17:19:27.779795,2026-04-01 20:15:51.779795,2026-04-04 14:29:39.779795,Resolved,Medium,Printer Issue,Printer offline,2.94,69.17,True,4.0,Printer offline - printer issue reported by user
5060,30,21,2,10,4,2026-03-19 20:05:27.779795,2026-03-19 22:16:15.779795,2026-03-20 23:04:51.779795,Resolved,Low,Application Error,Application crash,2.18,26.99,False,5.0,Application crash - application error reported by user
5061,43,12,6,5,2,2024-12-13 12:30:27.779795,2024-12-13 12:37:03.779795,2024-12-13 17:48:27.779795,Resolved,High,WiFi/Network,Slow network,0.11,5.3,False,5.0,Slow network - wifi/network reported by user
5062,72,32,4,10,3,2025-01-28 14:19:27.779795,2025-01-28 15:25:27.779795,2025-01-29 07:24:51.779795,Resolved,Medium,WiFi/Network,Slow network,1.1,17.09,False,5.0,Slow network - wifi/network reported by user
5063,263,7,1,1,4,2025-02-14 01:49:27.779795,2025-02-14 15:09:51.779795,,In Progress,Low,Password Reset,Password reset request,13.34,,,,Password reset request - password reset reported by user
5064,215,25,4,9,3,2026-03-07 15:53:27.779795,2026-03-07 16:47:27.779795,2026-03-09 05:49:15.779795,Resolved,Medium,Security Alert,Phishing email reported,0.9,37.93,True,5.0,Phishing email reported - security alert reported by user
5065,21,5,6,2,3,2025-01-24 04:01:27.779795,2025-01-24 07:49:27.779795,2025-01-24 11:49:27.779795,Closed,Medium,WiFi/Network,WiFi disconnecting,3.8,7.8,False,5.0,WiFi disconnecting - wifi/network reported by user
5066,216,2,3,1,3,2024-08-13 22:43:27.779795,2024-08-14 02:33:15.779795,2024-08-15 03:24:15.779795,Resolved,Medium,Software Access,Application access request,3.83,28.68,True,5.0,Application access request - software access reported by user
5067,148,23,6,8,3,2024-09-13 04:33:27.779795,2024-09-13 05:34:39.779795,2024-09-14 12:37:03.779795,Closed,Medium,Printer Issue,Unable to print,1.02,32.06,True,5.0,Unable to print - printer issue reported by user
5068,87,29,2,3,3,2025-01-21 16:33:27.779795,2025-01-21 22:58:03.779795,2025-01-22 01:16:03.779795,Resolved,Medium,Account Lockout,Account locked,6.41,8.71,False,5.0,Account locked - account lockout reported by user
5069,8,2,5,8,2,2024-10-06 12:51:27.779795,2024-10-06 14:34:03.779795,2024-10-06 19:28:03.779795,Resolved,High,Application Error,ERP timeout,1.71,6.61,False,4.0,ERP timeout - application error reported by user
5070,212,23,4,8,4,2026-01-30 13:12:27.779795,2026-01-31 03:53:51.779795,2026-02-06 08:10:03.779795,Closed,Low,Application Error,CRM login issue,14.69,162.96,True,4.0,CRM login issue - application error reported by user
5071,108,3,2,3,3,2025-05-19 12:01:27.779795,2025-05-19 16:53:39.779795,,In Progress,Medium,Printer Issue,Printer offline,4.87,,,,Printer offline - printer issue reported by user
5072,150,14,2,3,2,2025-12-16 01:37:27.779795,2025-12-16 02:11:03.779795,2025-12-16 21:51:51.779795,Resolved,High,WiFi/Network,No internet access,0.56,20.24,True,5.0,No internet access - wifi/network reported by user
5073,1,13,1,3,2,2026-03-13 17:36:27.779795,2026-03-13 19:00:27.779795,2026-03-14 00:45:27.779795,Closed,High,Software Access,Permission issue,1.4,7.15,False,4.0,Permission issue - software access reported by user
5074,11,12,3,6,3,2024-11-23 16:28:27.779795,2024-11-23 17:24:15.779795,2024-11-24 03:22:27.779795,Resolved,Medium,Email Issue,Outlook not syncing,0.93,10.9,False,4.0,Outlook not syncing - email issue reported by user
5075,246,19,3,4,2,2024-11-02 00:10:27.779795,2024-11-02 00:44:39.779795,2024-11-02 07:59:03.779795,Resolved,High,WiFi/Network,No internet access,0.57,7.81,False,5.0,No internet access - wifi/network reported by user
5076,196,15,6,3,1,2024-10-03 07:44:27.779795,2024-10-03 08:15:03.779795,2024-10-03 09:47:27.779795,Resolved,Critical,Application Error,ERP timeout,0.51,2.05,False,4.0,ERP timeout - application error reported by user
5077,75,1,2,8,4,2025-02-09 09:53:27.779795,2025-02-09 13:05:27.779795,2025-02-12 18:54:39.779795,Resolved,Low,VPN Issue,MFA failure,3.2,81.02,True,4.0,MFA failure - vpn issue reported by user
5078,288,20,2,10,3,2024-07-31 01:19:27.779795,2024-07-31 04:11:39.779795,2024-07-31 23:38:03.779795,Resolved,Medium,Security Alert,Phishing email reported,2.87,22.31,False,3.0,Phishing email reported - security alert reported by user
5079,275,35,5,6,2,2026-01-11 01:14:27.779795,2026-01-11 01:45:39.779795,,Open,High,Hardware,Laptop issue,0.52,,,,Laptop issue - hardware reported by user
5080,27,4,3,2,3,2024-05-28 22:00:27.779795,2024-05-29 01:44:51.779795,2024-05-31 07:36:27.779795,Resolved,Medium,VPN Issue,VPN connection failed,3.74,57.6,True,5.0,VPN connection failed - vpn issue reported by user
5081,97,9,1,9,3,2025-06-01 03:54:27.779795,2025-06-01 04:56:15.779795,,In Progress,Medium,Printer Issue,Printer offline,1.03,,,,Printer offline - printer issue reported by user
5082,265,18,2,4,3,2025-05-31 15:20:27.779795,2025-05-31 16:51:03.779795,2025-05-31 19:53:27.779795,Closed,Medium,Security Alert,Endpoint alert,1.51,4.55,False,5.0,Endpoint alert - security alert reported by user
5083,117,22,6,7,4,2025-07-16 10:52:27.779795,2025-07-16 16:35:39.779795,2025-07-17 02:17:39.779795,Resolved,Low,Security Alert,Suspicious login,5.72,15.42,False,4.0,Suspicious login - security alert reported by user
5084,63,24,6,8,3,2025-03-11 06:07:27.779795,2025-03-11 06:43:27.779795,2025-03-12 17:06:51.779795,Resolved,Medium,Software Access,Permission issue,0.6,34.99,True,5.0,Permission issue - software access reported by user
5085,234,12,4,1,4,2024-08-15 07:26:27.779795,2024-08-15 22:23:27.779795,2024-08-18 00:23:27.779795,Resolved,Low,Security Alert,Phishing email reported,14.95,64.95,False,4.0,Phishing email reported - security alert reported by user
5086,257,19,3,8,3,2024-08-29 06:32:27.779795,2024-08-29 06:39:03.779795,2024-08-29 18:20:27.779795,Resolved,Medium,Account Lockout,AD account issue,0.11,11.8,False,1.0,AD account issue - account lockout reported by user
5087,28,2,6,8,2,2024-07-24 13:28:27.779795,2024-07-24 13:46:27.779795,2024-07-24 16:03:15.779795,Resolved,High,Security Alert,Phishing email reported,0.3,2.58,False,2.0,Phishing email reported - security alert reported by user
5088,289,33,1,1,3,2024-10-15 22:27:27.779795,2024-10-16 00:38:51.779795,,In Progress,Medium,Security Alert,Phishing email reported,2.19,,,,Phishing email reported - security alert reported by user
5089,169,17,1,2,3,2024-08-30 01:51:27.779795,2024-08-30 05:50:15.779795,2024-08-30 08:43:39.779795,Resolved,Medium,Hardware,Monitor not working,3.98,6.87,False,4.0,Monitor not working - hardware reported by user
5090,62,31,6,3,2,2024-07-20 06:07:27.779795,2024-07-20 07:24:51.779795,2024-07-21 01:07:27.779795,Resolved,High,Security Alert,Suspicious login,1.29,19.0,True,4.0,Suspicious login - security alert reported by user
5091,248,21,4,8,2,2025-08-04 06:51:27.779795,2025-08-04 07:39:27.779795,,In Progress,High,Application Error,ERP timeout,0.8,,,,ERP timeout - application error reported by user
5092,272,23,3,10,2,2025-03-14 14:14:27.779795,2025-03-14 16:06:03.779795,2025-03-15 12:46:51.779795,Resolved,High,Security Alert,Phishing email reported,1.86,22.54,True,5.0,Phishing email reported - security alert reported by user
5093,228,2,4,4,3,2026-02-15 08:02:27.779795,2026-02-15 10:36:03.779795,2026-02-16 20:36:03.779795,Resolved,Medium,VPN Issue,VPN disconnecting,2.56,36.56,True,4.0,VPN disconnecting - vpn issue reported by user
5094,266,8,2,7,3,2026-05-16 06:07:27.779795,2026-05-16 09:57:15.779795,2026-05-16 14:26:03.779795,Closed,Medium,Email Issue,Mailbox access issue,3.83,8.31,False,4.0,Mailbox access issue - email issue reported by user
5095,276,10,6,1,3,2025-09-27 14:43:27.779795,2025-09-27 17:16:27.779795,2025-09-28 12:19:27.779795,Resolved,Medium,Email Issue,Email delivery delay,2.55,21.6,False,5.0,Email delivery delay - email issue reported by user
5096,144,22,5,2,2,2025-07-12 22:05:27.779795,2025-07-12 22:39:03.779795,2025-07-13 10:39:39.779795,Closed,High,WiFi/Network,Slow network,0.56,12.57,True,5.0,Slow network - wifi/network reported by user
5097,176,8,3,4,3,2025-02-20 21:23:27.779795,2025-02-20 23:36:03.779795,2025-02-21 00:55:51.779795,Closed,Medium,Software Access,Permission issue,2.21,3.54,False,4.0,Permission issue - software access reported by user
5098,36,4,2,5,3,2025-06-16 13:56:27.779795,2025-06-16 14:19:51.779795,,In Progress,Medium,Password Reset,Expired password,0.39,,,,Expired password - password reset reported by user
5099,279,13,3,10,4,2026-01-17 02:06:27.779795,2026-01-17 06:17:51.779795,,Open,Low,Email Issue,Email delivery delay,4.19,,,,Email delivery delay - email issue reported by user
5100,39,18,5,8,1,2025-05-16 20:46:27.779795,2025-05-16 21:00:15.779795,2025-05-16 23:18:51.779795,Resolved,Critical,Printer Issue,Unable to print,0.23,2.54,False,4.0,Unable to print - printer issue reported by user
5101,117,19,1,8,2,2026-03-09 17:33:27.779795,2026-03-09 20:55:39.779795,2026-03-10 17:14:51.779795,Closed,High,Email Issue,Outlook not syncing,3.37,23.69,True,3.0,Outlook not syncing - email issue reported by user
5102,187,11,3,6,2,2026-04-27 15:23:27.779795,2026-04-27 18:34:15.779795,,Open,High,Password Reset,Forgot password,3.18,,,,Forgot password - password reset reported by user
5103,88,3,5,9,3,2026-02-15 16:24:27.779795,2026-02-15 16:34:03.779795,2026-02-15 17:23:15.779795,Resolved,Medium,VPN Issue,MFA failure,0.16,0.98,False,5.0,MFA failure - vpn issue reported by user
5104,251,8,4,9,2,2025-02-21 22:23:27.779795,2025-02-21 23:51:39.779795,2025-02-22 04:07:15.779795,Resolved,High,Application Error,CRM login issue,1.47,5.73,False,4.0,CRM login issue - application error reported by user
5105,198,22,6,1,3,2024-08-21 03:44:27.779795,2024-08-21 05:06:03.779795,2024-08-21 05:13:15.779795,Resolved,Medium,Account Lockout,Too many login attempts,1.36,1.48,False,5.0,Too many login attempts - account lockout reported by user
5106,88,5,5,8,4,2024-10-31 08:40:27.779795,2024-11-01 02:23:39.779795,2024-11-02 16:07:27.779795,Resolved,Low,Printer Issue,Print queue stuck,17.72,55.45,False,5.0,Print queue stuck - printer issue reported by user
5107,125,8,1,3,2,2025-07-14 23:40:27.779795,2025-07-15 00:42:15.779795,2025-07-15 05:43:27.779795,Closed,High,VPN Issue,VPN connection failed,1.03,6.05,False,4.0,VPN connection failed - vpn issue reported by user
5108,291,2,3,10,4,2025-04-03 08:14:27.779795,2025-04-03 13:58:51.779795,,In Progress,Low,WiFi/Network,No internet access,5.74,,,,No internet access - wifi/network reported by user
5109,60,26,1,9,2,2024-06-07 23:20:27.779795,2024-06-07 23:26:27.779795,2024-06-08 02:35:27.779795,Closed,High,Printer Issue,Unable to print,0.1,3.25,False,2.0,Unable to print - printer issue reported by user
5110,164,31,4,7,3,2025-08-02 00:36:27.779795,2025-08-02 08:29:51.779795,2025-08-02 08:41:51.779795,Closed,Medium,Password Reset,Password reset request,7.89,8.09,False,4.0,Password reset request - password reset reported by user
5111,111,23,4,5,3,2024-10-25 04:19:27.779795,2024-10-25 06:35:39.779795,2024-10-26 20:30:51.779795,Resolved,Medium,Security Alert,Phishing email reported,2.27,40.19,True,4.0,Phishing email reported - security alert reported by user
5112,67,21,5,3,2,2025-02-16 01:36:27.779795,2025-02-16 03:10:39.779795,,Open,High,Security Alert,Endpoint alert,1.57,,,,Endpoint alert - security alert reported by user
5113,31,25,1,8,3,2025-05-15 02:27:27.779795,2025-05-15 04:53:51.779795,2025-05-15 10:59:15.779795,Resolved,Medium,WiFi/Network,No internet access,2.44,8.53,False,5.0,No internet access - wifi/network reported by user
5114,2,21,5,6,1,2025-11-19 14:23:27.779795,2025-11-19 15:11:27.779795,,In Progress,Critical,WiFi/Network,Slow network,0.8,,,,Slow network - wifi/network reported by user
5115,58,28,5,1,3,2024-09-25 00:18:27.779795,2024-09-25 03:28:03.779795,2024-09-26 11:07:39.779795,Resolved,Medium,Security Alert,Phishing email reported,3.16,34.82,True,3.0,Phishing email reported - security alert reported by user
5116,143,34,5,3,1,2024-09-06 17:56:27.779795,2024-09-06 18:22:51.779795,2024-09-06 18:27:39.779795,Resolved,Critical,VPN Issue,VPN connection failed,0.44,0.52,False,5.0,VPN connection failed - vpn issue reported by user
5117,113,25,3,7,2,2025-10-26 11:35:27.779795,2025-10-26 12:52:51.779795,2025-10-26 13:38:27.779795,Resolved,High,Security Alert,Endpoint alert,1.29,2.05,False,5.0,Endpoint alert - security alert reported by user
5118,108,11,2,4,3,2024-06-26 00:15:27.779795,2024-06-26 02:08:51.779795,2024-06-26 13:07:39.779795,Resolved,Medium,Email Issue,Email delivery delay,1.89,12.87,False,3.0,Email delivery delay - email issue reported by user
5119,34,35,6,9,4,2026-04-28 17:39:27.779795,2026-04-28 18:07:39.779795,2026-04-29 19:52:39.779795,Resolved,Low,Software Access,Application access request,0.47,26.22,False,5.0,Application access request - software access reported by user
5120,259,31,1,4,3,2025-08-15 07:43:27.779795,2025-08-15 14:47:39.779795,2025-08-16 06:55:27.779795,Resolved,Medium,Printer Issue,Unable to print,7.07,23.2,False,3.0,Unable to print - printer issue reported by user
5121,67,22,4,9,3,2025-10-10 20:18:27.779795,2025-10-11 00:17:15.779795,,In Progress,Medium,Account Lockout,Account locked,3.98,,,,Account locked - account lockout reported by user
5122,239,2,4,2,4,2025-05-18 06:37:27.779795,2025-05-18 13:26:03.779795,2025-05-19 12:46:27.779795,Resolved,Low,WiFi/Network,WiFi disconnecting,6.81,30.15,False,1.0,WiFi disconnecting - wifi/network reported by user
5123,105,35,1,2,3,2025-11-07 19:09:27.779795,2025-11-07 20:03:27.779795,2025-11-08 17:14:51.779795,Closed,Medium,Password Reset,Expired password,0.9,22.09,False,1.0,Expired password - password reset reported by user
5124,278,21,6,9,3,2025-05-25 14:52:27.779795,2025-05-25 15:41:39.779795,2025-05-25 17:17:03.779795,Resolved,Medium,Hardware,Docking station problem,0.82,2.41,False,5.0,Docking station problem - hardware reported by user
5125,15,7,5,4,3,2024-07-24 15:46:27.779795,2024-07-24 17:16:27.779795,,In Progress,Medium,Printer Issue,Print queue stuck,1.5,,,,Print queue stuck - printer issue reported by user
5126,182,15,6,6,4,2026-04-16 10:50:27.779795,2026-04-16 16:16:15.779795,,Open,Low,Account Lockout,AD account issue,5.43,,,,AD account issue - account lockout reported by user
5127,95,21,5,10,3,2025-07-11 10:30:27.779795,2025-07-11 13:29:51.779795,2025-07-12 04:25:39.779795,Closed,Medium,Hardware,Docking station problem,2.99,17.92,False,2.0,Docking station problem - hardware reported by user
5128,41,33,6,5,4,2025-01-23 11:08:27.779795,2025-01-23 12:42:39.779795,2025-01-28 07:25:15.779795,Resolved,Low,Application Error,CRM login issue,1.57,116.28,True,5.0,CRM login issue - application error reported by user
5129,182,5,2,3,3,2025-10-11 14:37:27.779795,2025-10-11 17:41:03.779795,2025-10-12 05:54:51.779795,Closed,Medium,Email Issue,Mailbox access issue,3.06,15.29,False,5.0,Mailbox access issue - email issue reported by user
5130,196,23,2,2,1,2026-02-25 08:28:27.779795,2026-02-25 08:36:51.779795,2026-02-25 09:54:51.779795,Resolved,Critical,Email Issue,Email delivery delay,0.14,1.44,False,2.0,Email delivery delay - email issue reported by user
5131,156,19,1,5,3,2024-12-13 22:04:27.779795,2024-12-13 22:45:15.779795,2024-12-14 17:17:39.779795,Closed,Medium,Printer Issue,Printer offline,0.68,19.22,False,1.0,Printer offline - printer issue reported by user
5132,107,15,5,8,3,2025-05-03 11:38:27.779795,2025-05-03 14:14:27.779795,2025-05-04 01:52:15.779795,Resolved,Medium,Software Access,Permission issue,2.6,14.23,False,4.0,Permission issue - software access reported by user
5133,57,18,6,4,4,2024-10-06 13:43:27.779795,2024-10-07 01:31:27.779795,2024-10-14 11:35:03.779795,Resolved,Low,Application Error,CRM login issue,11.8,189.86,True,5.0,CRM login issue - application error reported by user
5134,242,4,2,7,3,2025-04-12 05:56:27.779795,2025-04-12 08:27:03.779795,2025-04-14 06:06:39.779795,Closed,Medium,Email Issue,Outlook not syncing,2.51,48.17,True,5.0,Outlook not syncing - email issue reported by user
5135,94,31,4,4,4,2025-09-17 22:42:27.779795,2025-09-18 04:28:39.779795,2025-09-21 12:06:27.779795,Resolved,Low,VPN Issue,MFA failure,5.77,85.4,True,4.0,MFA failure - vpn issue reported by user
5136,295,7,5,5,4,2025-02-26 09:49:27.779795,2025-02-26 14:25:27.779795,2025-03-01 07:19:27.779795,Resolved,Low,Software Access,Application access request,4.6,69.5,False,4.0,Application access request - software access reported by user
5137,57,14,1,3,3,2025-04-15 08:47:27.779795,2025-04-15 12:03:03.779795,2025-04-17 06:31:15.779795,Resolved,Medium,Printer Issue,Printer offline,3.26,45.73,True,5.0,Printer offline - printer issue reported by user
5138,130,1,1,7,4,2026-02-24 03:37:27.779795,2026-02-24 10:00:15.779795,2026-03-01 21:53:03.779795,Resolved,Low,WiFi/Network,Slow network,6.38,138.26,True,5.0,Slow network - wifi/network reported by user
5139,118,13,4,2,4,2026-03-31 18:10:27.779795,2026-03-31 21:17:03.779795,2026-04-01 19:17:39.779795,Closed,Low,Application Error,CRM login issue,3.11,25.12,False,1.0,CRM login issue - application error reported by user
